"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","SO2","PM10","PM25","NO2"
"10/11/2016","71","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","8","71","1","22","38","22"
"10/12/2016","58","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","8","58","3","30","55","23"
"10/13/2016","51","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","8","51","3","18","35","18"
"10/14/2016","42","Ozone","Echo Summit","06-017-0012","AQS","9","42",".","13","20","16"
"10/15/2016","39","Ozone","Echo Summit","06-017-0012","AQS","9","39","4","13","29","14"
"10/16/2016","43","Ozone","Echo Summit","06-017-0012","AQS","8","43","4","6","24","10"
"10/17/2016","44","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","10","44","3","16","30","25"
"10/18/2016","39","Ozone","Echo Summit","06-017-0012","AQS","10","39","3","11","28","21"
"10/19/2016","39","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","11","39","3","18","29","35"
"10/20/2016","52","PM2.5","Sacramento-1309 T Street","06-067-0010","AQS","13","48","3","25","52","41"
"10/21/2016","56","PM2.5","Sacramento-Del Paso Manor","06-067-0006","AQS","14","46","4","30","56","37"
"10/22/2016","54","Ozone","Echo Summit","06-017-0012","AQS","15","54","4","17","50","33"
"10/23/2016","97","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","15","97","4","15","38","20"
"10/24/2016","42","Ozone","Echo Summit","06-017-0012","AQS","9","42","4","19","38","20"
"10/25/2016","42","Ozone","Echo Summit","06-017-0012","AQS","11","42","4","16","38","23"
"10/26/2016","44","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","11","44","4","16","39","35"
"10/27/2016","41","Ozone","Echo Summit","06-017-0012","AQS","7","41","6","12","32","18"
"10/28/2016","33","Ozone","Echo Summit","06-017-0012","AQS","6","33","6","5","30","22"
"10/29/2016","53","PM2.5","Sacramento-Del Paso Manor","06-067-0006","AQS","7","43","6","6","53","23"
"10/30/2016","43","Ozone","Echo Summit","06-017-0012","AQS","8","43","6","6","31","27"
"10/31/2016","40","Ozone","Echo Summit","06-017-0012","AQS","7","40","4","6","27","22"
"11/01/2016","40","Ozone","Roseville-N Sunrise Ave","06-061-0006","AQS","6","40","1","6","22","25"
"11/02/2016","35","PM2.5","Folsom-Natoma St.","06-067-0012","AQS","7","31","1","12","35","28"
"11/03/2016","54","PM2.5","Sacramento-Del Paso Manor","06-067-0006","AQS","8","34","1","16","54","26"
"11/04/2016","68","PM2.5","Sacramento-Del Paso Manor","06-067-0006","AQS","10","39","1","16","68","33"
"11/05/2016","67","PM2.5","Sacramento-Del Paso Manor","06-067-0006","AQS","14","42","3","21","67","22"
"11/06/2016","54","PM2.5","Sacramento-Del Paso Manor","06-067-0006","AQS","8","37","1","12","54","23"
"11/07/2016","51","PM2.5","Sacramento-Del Paso Manor","06-067-0006","AQS","9","31","1","15","51","25"
"11/08/2016","56","PM2.5","Sacramento-Del Paso Manor","06-067-0006","AQS","10","38","4","20","56","32"
"11/09/2016","59","PM2.5","Sacramento-Del Paso Manor","06-067-0006","AQS","11","41","4","21","59","30"
"11/10/2016","62","PM2.5","Sacramento-Del Paso Manor","06-067-0006","AQS","11","41","4","27","62","29"
"11/11/2016","92","PM2.5","Sacramento-Del Paso Manor","06-067-0006","AQS","10","42","4","45","92","32"
"11/12/2016","50","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","9","50","3","18","48","26"
"11/13/2016","72","PM2.5","Sacramento-Del Paso Manor","06-067-0006","AQS","13","48","3","25","72","33"
"11/14/2016","73","PM2.5","Sacramento-Del Paso Manor","06-067-0006","AQS","13","46","3","32","73","35"
"11/15/2016","45","Ozone","Tahoe City-Fairway Drive","06-061-1004","AQS","8","45","4","12","42","24"
"11/16/2016","37","Ozone","Tahoe City-Fairway Drive","06-061-1004","AQS","9","37","4","18","34","36"
"11/17/2016","62","PM2.5","Sacramento-Del Paso Manor","06-067-0006","AQS","10","34","4","24","62","34"
"11/18/2016","80","PM2.5","Sacramento-Del Paso Manor","06-067-0006","AQS","8","47",".","40","80","42"
"11/19/2016","56","PM2.5","Sacramento-Del Paso Manor","06-067-0006","AQS","8","47","3","25","56","26"
"11/20/2016","65","PM2.5","Roseville-N Sunrise Ave","06-061-0006","AQS","5","42","3","14","65","19"
"11/21/2016","57","PM2.5","Sacramento-Del Paso Manor","06-067-0006","AQS","9","32",".","11","57","27"
"11/22/2016","48","PM2.5","Sacramento-Del Paso Manor","06-067-0006","AQS","10","37",".","16","48","24"
"11/23/2016","53","PM2.5","Sacramento-Del Paso Manor","06-067-0006","AQS","9","39",".","16","53","30"
"11/24/2016","85","PM2.5","Sacramento-Del Paso Manor","06-067-0006","AQS","13","39",".","22","85","22"
"11/25/2016","85","PM2.5","Sacramento-Del Paso Manor","06-067-0006","AQS","14","47","1","22","85","20"
"11/26/2016","58","PM2.5","Sacramento-Del Paso Manor","06-067-0006","AQS","7","47","3","16","58","20"
"11/27/2016","39","Ozone","Tahoe City-Fairway Drive","06-061-1004","AQS","5","39",".","7","34","29"
"11/28/2016","36","Ozone","Tahoe City-Fairway Drive","06-061-1004","AQS","5","36",".","9","18","21"
"11/29/2016","61","PM2.5","Sacramento-Del Paso Manor","06-067-0006","AQS","10","32",".","27","61","25"
"11/30/2016","68","PM2.5","Sacramento-Del Paso Manor","06-067-0006","AQS","17","31","3","18","68","19"
"12/01/2016","37","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","5","37","1","19","34","20"
"12/02/2016","41","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","3","41","1","18","20","21"
"12/03/2016","87","PM2.5","Sacramento-Del Paso Manor","06-067-0006","AQS","8","34","1","28","87","31"
"12/04/2016","101","PM2.5","Sacramento-Del Paso Manor","06-067-0006","AQS","10","37","1","33","101","31"
"12/05/2016","104","PM2.5","Sacramento-Del Paso Manor","06-067-0006","AQS","10","36","3","27","104","25"
"12/06/2016","89","PM2.5","Sacramento-Del Paso Manor","06-067-0006","AQS","14","36","3","21","89","28"
"12/07/2016","64","PM2.5","Sacramento-Del Paso Manor","06-067-0006","AQS","9","41","3","19","64","25"
"12/08/2016","41","PM2.5","Sacramento-Del Paso Manor","06-067-0006","AQS","5","31","3","7","41","22"
"12/09/2016","51","PM2.5","Sacramento-Del Paso Manor","06-067-0006","AQS","6","32","3","16","51","22"
"12/10/2016","40","PM2.5","Sacramento-1309 T Street","06-067-0010","AQS","6","31","4","7","40","18"
"12/11/2016","43","PM2.5","Folsom-Natoma St.","06-067-0012","AQS","5","39","4","12","43","19"
"12/12/2016","61","PM2.5","Sacramento-Del Paso Manor","06-067-0006","AQS","9","31","4","15","61","22"
"12/13/2016","67","PM2.5","Sacramento-Del Paso Manor","06-067-0006","AQS","10","31","4","20","67","16"
"12/14/2016","77","PM2.5","Sacramento-Del Paso Manor","06-067-0006","AQS","6","31","6","29","77","21"
"12/15/2016","56","PM2.5","Davis-UCD Campus","06-113-0004","AQS","6","34","7","12","56","12"
"12/16/2016","54","PM2.5","Sacramento-Del Paso Manor","06-067-0006","AQS","9","36","3","12","54","26"
"12/17/2016","93","PM2.5","Sacramento-Del Paso Manor","06-067-0006","AQS","15","36",".","18","93","29"
"12/18/2016","152","PM2.5","Sacramento-Del Paso Manor","06-067-0006","AQS","24","38",".","23","152","33"
"12/19/2016","102","PM2.5","Sacramento-Del Paso Manor","06-067-0006","AQS","14","34",".","27","102","33"
"12/20/2016","114","PM2.5","Sacramento-Del Paso Manor","06-067-0006","AQS","18","32","0","33","114","29"
"12/21/2016","86","PM2.5","Sacramento-1309 T Street","06-067-0010","AQS","13","37","3","34","86","31"
"12/22/2016","106","PM2.5","Sacramento-Del Paso Manor","06-067-0006","AQS","11","32","3","39","106","27"
"12/23/2016","85","PM2.5","Sacramento-Del Paso Manor","06-067-0006","AQS","7","40","6","24","85","21"
"12/24/2016","80","PM2.5","Sacramento-Del Paso Manor","06-067-0006","AQS","13","35","4","10","80","25"
"12/25/2016","71","PM2.5","Sacramento-Del Paso Manor","06-067-0006","AQS","18","34","3","19","71","18"
"12/26/2016","69","PM2.5","Sacramento-Del Paso Manor","06-067-0006","AQS","9","38","1","25","69","24"
"12/27/2016","101","PM2.5","Sacramento-Del Paso Manor","06-067-0006","AQS","13","37","1","19","101","29"
"12/28/2016","97","PM2.5","Sacramento-Del Paso Manor","06-067-0006","AQS","19","32","1","22","97","29"
"12/29/2016","92","PM2.5","Sacramento-Del Paso Manor","06-067-0006","AQS","14","38","3","34","92","29"
"12/30/2016","114","PM2.5","Sacramento-Del Paso Manor","06-067-0006","AQS","20","39","4","43","114","28"
"12/31/2016","75","PM2.5","Sacramento-Del Paso Manor","06-067-0006","AQS","8","32","4","25","75","20"
